id,user_nome,user_email,user_idade,user_genero,texto,data,categoria,latitude,longitude
288,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
286,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
287,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
285,renan,,0,,rua antenor navarro,2016-03-23,0,0.000000,0.000000
284,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
283,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-23,0,1.123230,2.929300
281,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-23,0,1.123230,2.929300
282,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-23,0,1.123230,2.929300
280,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-23,0,1.123230,2.929300
279,[object HTMLInputElement],[object HTMLInputElement],0,,sem imagem,2016-03-22,0,1.123230,2.929300
278,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-22,0,1.123230,2.929300
273,renan,,0,,mimimi,2016-03-22,0,1.123230,2.929300
272,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
271,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
270,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
269,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
268,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
267,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
266,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,-8.297358,-35.975307
265,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
264,[object HTMLInputElement],[object HTMLInputElement],0,,teste depois de ter deletado a porra toda,2016-03-21,0,1.123230,2.929300
263,[object HTMLInputElement],[object HTMLInputElement],0,,teste depois de ter deletado a porra toda,2016-03-21,0,1.123230,2.929300
262,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
261,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
260,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
217,,,0,,mimimi,2016-03-20,0,1.123230,2.929300
218,,,0,,asdasdasdasdasd,2016-03-20,0,1.123230,2.929300
219,,,0,,teste,2016-03-20,0,1.123230,2.929300
220,,,0,,mimimi,2016-03-20,0,1.123230,2.929300
221,,,0,,mimimi,2016-03-20,0,1.123230,2.929300
222,,,0,,mimimi,2016-03-21,0,1.123230,2.929300
223,,,0,,mimimi,2016-03-21,0,1.123230,2.929300
224,,,0,,mimimi,2016-03-21,0,1.123230,2.929300
225,,,0,,mimimi,2016-03-21,0,1.123230,2.929300
226,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
227,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
228,renan,,0,,ahooooooooooooooasd,2016-03-21,0,1.123230,2.929300
229,renan,,0,,asdasdasdasdasdasd,2016-03-21,0,1.123230,2.929300
230,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
231,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
232,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
233,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
234,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
235,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
236,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
240,renan,,0,,testeonline,2016-03-21,0,1.123230,2.929300
241,renan,,0,,testeonline,2016-03-21,0,-8.297358,-35.975307
242,,,0,,mimimi,2016-03-21,0,1.123230,2.929300
243,,,0,,pelo emulador do xdk,2016-03-21,0,1.123230,2.929300
244,,,0,,mimimi,2016-03-21,0,-8.297358,-35.975307
245,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
246,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
247,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
248,renan,,0,,mimimi,2016-03-21,0,1.123230,2.929300
249,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
250,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
251,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
252,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
253,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
254,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
255,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
256,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
257,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
258,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
259,[object HTMLInputElement],[object HTMLInputElement],0,,mimimi,2016-03-21,0,1.123230,2.929300
289,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
290,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
291,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
292,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
293,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
294,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
295,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
296,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
297,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
298,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
299,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
300,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
301,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
302,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
303,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
304,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
305,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
306,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
307,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
308,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
309,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
310,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
311,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
312,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
313,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
314,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
315,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
317,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
318,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
319,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
320,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
321,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
322,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
323,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
324,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
325,renan,,0,,,2016-03-23,0,0.000000,0.000000
326,renan,,0,,,2016-03-23,0,0.000000,0.000000
336,,,0,,dengue dnv,2016-03-23,0,37.386196,-121.964348
337,asdasd,rerasd@asd,0,,dengue dnv,2016-03-23,0,37.386196,-121.964348
338,asdasd,rerasd@asd,0,,mimimi,2016-03-23,0,1.123230,2.929300
339,Renan,renanfelixrodrigues@gmail.com,0,,mimimi,2016-03-23,0,1.123230,2.929300
341,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
342,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
343,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
344,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
345,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
346,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
347,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
348,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
349,renan,,0,,mimimi,2016-03-23,0,1.123230,2.929300
351,asd,teste@a,0,,mimimi,2016-03-23,0,1.123230,2.929300
352,asd,teste@a,0,,mimimi,2016-03-23,0,1.123230,2.929300
